"id_cliente","nome","id_endereco","sobrenome","data_nascimento","email","telefone","celular","cpf","genero","data_criacao","data_atualizacao","status"
147,Danilo,122,Oliveira,1987-10-24,joao-vitor543790@example.com,(14) 53723-6418,(16) 85314-1648,"60281495351",M,2023-10-22 01:59:02.571,2023-10-22 01:59:02.571,true
148,Samuel,54,Cavalcanti,1992-10-08,ryan685024@example.net,(45) 68419-3123,(83) 27883-8142,"81546397264",M,2023-10-22 01:59:02.571,2023-10-22 01:59:02.571,true
149,Emanuella,12,da Luz,1997-02-07,nicolas764914@example.org,(37) 50821-8288,(94) 25819-3872,"91460873203",M,2023-10-22 01:59:02.571,2023-10-22 01:59:02.571,true
150,João Miguel,140,Gomes,1996-08-11,gustavo684986@example.org,(85) 33194-3974,(90) 15104-7211,"26903547134",M,2023-10-22 01:59:02.571,2023-10-22 01:59:02.571,true
151,Danilo,84,Nunes,1981-02-12,bcunha3039@example.net,(55) 77071-3574,(49) 98966-2132,"58327169068",F,2023-10-22 01:59:02.571,2023-10-22 01:59:02.571,true
152,Pedro Lucas,188,Castro,1981-09-19,andre505302@example.net,(62) 93973-8838,(20) 38327-6173,"72143685017",M,2023-10-22 01:59:02.571,2023-10-22 01:59:02.571,true
153,Luiz Felipe,14,Ribeiro,1944-04-12,matheus038723@example.com,(73) 28493-3605,(89) 38938-5126,"08523179488",M,2023-10-22 01:59:02.571,2023-10-22 01:59:02.571,true
154,Anthony,111,das Neves,1952-05-21,manuela154934@example.net,(82) 90881-1841,(30) 11422-3813,"07189265449",F,2023-10-22 01:59:02.571,2023-10-22 01:59:02.571,true
155,Bernardo,52,Pinto,1998-03-30,qda-rocha2998@example.com,(88) 43844-8990,(71) 17448-3665,"05241376925",F,2023-10-22 01:59:02.571,2023-10-22 01:59:02.571,true
156,Gabriela,43,Carvalho,1959-07-10,jribeiro6497@example.com,(84) 28192-4643,(59) 18731-1520,"39840251732",M,2023-10-22 01:59:02.571,2023-10-22 01:59:02.571,true
157,Maria Luiza,165,Ferreira,1972-02-17,nicolas194863@example.org,(70) 58098-3516,(23) 63534-3427,"19570823640",M,2023-10-22 01:59:02.571,2023-10-22 01:59:02.571,true
158,Sophie,146,Alves,1980-01-04,enricolima4361@example.com,(49) 55179-8181,(41) 76120-3136,"96841735200",F,2023-10-22 01:59:02.571,2023-10-22 01:59:02.571,true
159,Amanda,46,Jesus,1992-12-01,camilaalmeida5515@example.com,(60) 62571-4949,(96) 60034-2599,"80495721611",F,2023-10-22 01:59:02.571,2023-10-22 01:59:02.571,true
160,Ana Laura,196,Aragão,1938-04-30,benicioribeiro2132@example.org,(71) 14492-7716,(78) 57937-3457,"58436217071",F,2023-10-22 01:59:02.571,2023-10-22 01:59:02.571,true
161,Noah,25,Freitas,1979-12-13,joao-miguelcaldeira8686@example.org,(64) 72934-9091,(71) 36210-3177,"95043861215",M,2023-10-22 01:59:02.571,2023-10-22 01:59:02.571,true
162,Stella,97,da Rocha,1942-12-11,bernardomoraes4358@example.com,(71) 36960-3292,(36) 50056-7544,"72914306580",M,2023-10-22 01:59:02.571,2023-10-22 01:59:02.571,true
163,Ana Clara,9,Porto,1982-02-08,fernandeseduardo6520@example.com,(21) 53028-1110,(99) 15834-2266,"13075864900",F,2023-10-22 01:59:02.571,2023-10-22 01:59:02.571,true
164,Brenda,140,Alves,1988-11-23,silvacarlos-eduardo4965@example.org,(97) 70704-5367,(79) 26602-4787,"20931576830",M,2023-10-22 01:59:02.571,2023-10-22 01:59:02.571,true
165,Isabella,162,Novaes,1933-01-03,sophia605734@example.com,(79) 96924-9756,(50) 92220-8718,"64208139722",M,2023-10-22 01:59:02.571,2023-10-22 01:59:02.571,true
166,Danilo,104,Ramos,2000-07-18,liviafarias5511@example.org,(73) 28033-7013,(70) 42151-6277,"09675482338",F,2023-10-22 01:59:02.571,2023-10-22 01:59:02.571,true
167,Bryan,83,Lima,1960-06-27,castroluna5874@example.com,(15) 20834-3399,(70) 31118-2461,"13074859601",F,2023-10-22 01:59:02.571,2023-10-22 01:59:02.571,true
168,Helena,160,Pires,1949-05-30,brunafogaca4329@example.com,(27) 60972-4810,(80) 19755-2944,"56472139873",F,2023-10-22 01:59:02.571,2023-10-22 01:59:02.571,true
169,Fernando,153,Mendes,1954-07-23,uda-cunha6080@example.net,(21) 91722-3690,(50) 49322-3391,"50471632880",F,2023-10-22 01:59:02.571,2023-10-22 01:59:02.571,true
170,Clara,96,Carvalho,1950-09-21,jrezende5284@example.net,(28) 18477-8137,(79) 95023-5236,"24370956838",M,2023-10-22 01:59:02.571,2023-10-22 01:59:02.571,true
171,Rebeca,80,Jesus,1973-06-11,isadora729070@example.net,(34) 10347-9353,(51) 77533-9757,"53709418666",F,2023-10-22 01:59:02.571,2023-10-22 01:59:02.571,true
172,Agatha,188,Viana,1956-07-17,natalia789062@example.net,(39) 39357-4316,(34) 17873-2749,"58064317975",M,2023-10-22 01:59:02.571,2023-10-22 01:59:02.571,true
173,Marina,166,Lima,1988-12-24,nicolegomes4130@example.com,(66) 29285-9689,(59) 90894-1624,"47380916203",M,2023-10-22 01:59:02.571,2023-10-22 01:59:02.571,true
174,Gustavo Henrique,10,Monteiro,1945-06-22,da-costaluiz-gustavo3801@example.net,(70) 96024-9960,(52) 25781-3290,"85471329619",M,2023-10-22 01:59:02.571,2023-10-22 01:59:02.571,true
175,Augusto,12,Cavalcanti,1952-03-10,agatha934315@example.com,(74) 90813-9295,(48) 34133-1780,"59342708692",F,2023-10-22 01:59:02.571,2023-10-22 01:59:02.571,true
176,Yago,119,Jesus,1994-08-14,oliveiraisaac1574@example.net,(20) 22509-9695,(80) 50035-8962,"83965217003",F,2023-10-22 01:59:02.571,2023-10-22 01:59:02.571,true
177,Yuri,56,Novaes,1978-12-20,stephanynogueira5172@example.net,(67) 85940-6681,(93) 72135-8390,"95046182785",M,2023-10-22 01:59:02.571,2023-10-22 01:59:02.571,true
178,Helena,96,Caldeira,1971-05-29,barrospedro3045@example.net,(84) 64366-9748,(73) 12367-3324,"13058964242",M,2023-10-22 01:59:02.571,2023-10-22 01:59:02.571,true
179,Ryan,64,Rocha,1937-08-09,barbosakaique5588@example.com,(86) 25538-2900,(29) 10392-8354,"35149607207",M,2023-10-22 01:59:02.571,2023-10-22 01:59:02.571,true
180,Kamilly,64,Pereira,1943-03-26,da-conceicaosarah4468@example.net,(33) 83027-4744,(45) 22307-4125,"96054713884",M,2023-10-22 01:59:02.571,2023-10-22 01:59:02.571,true
181,Cauê,104,Costa,1968-01-01,ana-clarasales5911@example.com,(57) 62939-5937,(26) 12259-6135,"01689537493",M,2023-10-22 01:59:02.571,2023-10-22 01:59:02.571,true
182,Calebe,191,Nascimento,1942-09-03,maria-fernanda847295@example.com,(46) 57159-4467,(72) 65813-1594,"96704325107",M,2023-10-22 01:59:02.571,2023-10-22 01:59:02.571,true
183,Sophia,164,Castro,1987-09-14,vitorsales7667@example.org,(69) 41220-9756,(43) 68332-2792,"53791826409",M,2023-10-22 01:59:02.571,2023-10-22 01:59:02.571,true
184,Heloísa,152,Moreira,1985-01-26,vcampos4994@example.com,(52) 65580-7725,(68) 33598-8212,"03795861268",F,2023-10-22 01:59:02.571,2023-10-22 01:59:02.571,true
185,Helena,162,Cavalcanti,1970-01-17,das-nevesluigi1994@example.org,(37) 51095-1864,(39) 66102-6885,"81942703678",F,2023-10-22 01:59:02.571,2023-10-22 01:59:02.571,true
186,Maria Clara,56,Pereira,1982-07-01,ocavalcanti5252@example.org,(70) 98813-1513,(23) 69016-3934,"82379605483",M,2023-10-22 01:59:02.571,2023-10-22 01:59:02.571,true
187,Theo,78,Fogaça,1982-10-02,antoniobarbosa9704@example.net,(34) 38136-8631,(18) 42314-9801,"95762143864",F,2023-10-22 01:59:02.571,2023-10-22 01:59:02.571,true
188,Bryan,92,Novaes,1945-11-28,pedro-lucasda-costa7938@example.net,(80) 37893-7829,(50) 80743-4357,"36170954884",F,2023-10-22 01:59:02.571,2023-10-22 01:59:02.571,true
189,Davi Luiz,140,Oliveira,1934-09-28,wcosta2152@example.net,(34) 54401-6491,(69) 74110-6064,"07865129386",M,2023-10-22 01:59:02.571,2023-10-22 01:59:02.571,true
190,Maria Sophia,31,Nascimento,1974-04-21,lbarros4657@example.com,(45) 18067-3172,(37) 18045-2954,"93805672195",F,2023-10-22 01:59:02.571,2023-10-22 01:59:02.571,true
191,João,105,Barros,2003-09-07,fernando935308@example.net,(39) 35489-5945,(26) 83813-8291,"60791843548",M,2023-10-22 01:59:02.571,2023-10-22 01:59:02.571,true
192,Júlia,122,Aragão,1948-12-23,pereirajoao-felipe7981@example.com,(68) 27823-1651,(87) 26575-4658,"03278591488",F,2023-10-22 01:59:02.571,2023-10-22 01:59:02.571,true
193,João Guilherme,118,Gonçalves,1953-08-21,wrodrigues5407@example.net,(52) 32205-7301,(76) 78075-2134,"92756130443",M,2023-10-22 01:59:02.571,2023-10-22 01:59:02.571,true
194,Kaique,49,Correia,1940-08-18,souzaesther1572@example.net,(73) 47996-7240,(11) 22444-1758,"47968235146",M,2023-10-22 01:59:02.571,2023-10-22 01:59:02.571,true
195,Lucas,130,Correia,1984-09-01,xduarte5841@example.com,(64) 57283-8597,(28) 52839-9436,"45860791267",M,2023-10-22 01:59:02.571,2023-10-22 01:59:02.571,true
196,Yuri,145,Caldeira,1951-03-23,yferreira6421@example.com,(58) 67649-1062,(15) 41133-9798,"18756039484",F,2023-10-22 01:59:02.571,2023-10-22 01:59:02.571,true
197,Matheus,67,Nogueira,1997-05-22,bcunha4776@example.com,(35) 68942-7573,(46) 63960-7673,"38651420951",M,2023-10-22 01:59:02.571,2023-10-22 01:59:02.571,true
198,Augusto,111,Monteiro,1941-04-08,luiz-henrique482494@example.net,(99) 67064-7383,(52) 49758-2783,"07231946887",M,2023-10-22 01:59:02.571,2023-10-22 01:59:02.571,true
199,Benício,67,Freitas,1998-07-20,luiz-henriquesantos7412@example.org,(29) 14789-1209,(72) 91101-5149,"76258013490",M,2023-10-22 01:59:02.571,2023-10-22 01:59:02.571,true
200,Luiz Otávio,26,Araújo,1936-04-30,fogacalaura4109@example.com,(56) 52385-8836,(25) 46049-1770,"83617420931",M,2023-10-22 01:59:02.571,2023-10-22 01:59:02.571,true
